Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
2019-01-23,Backhoe Loader,0.027370308,50,35,1,1,5000.56,CUST00133,Port Alan
2019-01-23,Excavators(crawler),0.027370308,65,35,1,1,5000.56,CUST00134,Brendaland
2019-01-23,Loaders (Wheeled),0.027370308,76,35,1,1,5000.56,CUST00135,South Susanbury
2019-01-23,Skid Steer Loaders,0.027370308,65,35,1,1,5000.56,CUST00136,West Jonathanshire
2019-01-23,Compactors,0.027370308,87,35,1,1,5000.56,CUST00137,Sanchezstad
2019-01-23,Tele Handlers ,0.027370308,63,35,1,1,5000.56,CUST00138,West Michaeltown
2019-01-24,Backhoe Loader,0.033687145,62,35,1,1,5000.56,CUST00139,Michelleburgh
2019-01-24,Excavators(crawler),0.033687145,78,35,1,1,5000.56,CUST00140,New Zacharyville
2019-01-24,Loaders (Wheeled),-0.033687145,41,35,1,1,5000.56,CUST00141,East Daniellestad
2019-01-24,Skid Steer Loaders,0.033687145,71,35,1,1,5000.56,CUST00142,Katherineport
2019-01-24,Compactors,0.033687145,57,35,1,1,5000.56,CUST00143,Wadeview
2019-01-24,Tele Handlers ,0.033687145,69,35,1,1,5000.56,CUST00144,Markfort
2019-01-25,Backhoe Loader,0.037494772,3589,35000,1,1,5000.56,CUST00145,New Stephenburgh
2019-01-25,Excavators(crawler),0.037494772,68,35,1,1,5000.56,CUST00146,Sandersland
2019-01-25,Loaders (Wheeled),0.037494772,71,35,1,1,5000.56,CUST00147,Lake Tonyaport
2019-01-25,Skid Steer Loaders,0.037494772,78,35,1,1,5000.56,CUST00148,Port Amyside
2019-01-25,Compactors,0.037494772,69,35,1,1,5000.56,CUST00149,Nicholsfurt
2019-01-25,Tele Handlers ,0.037494772,66,35,1,1,5000.56,CUST00150,Williamstown
2019-01-25,Backhoe Loader,0.035355969,67,35,1,1,5000.56,CUST00151,West David
2019-01-26,Excavators(crawler),0.035355969,73,35,1,1,5000.56,CUST00152,East Daniel
2019-01-26,Loaders (Wheeled),0.035355969,81,35,1,1,5000.56,CUST00153,New Miguelburgh
2019-01-26,Skid Steer Loaders,0.035355969,62,35,1,1,5000.56,CUST00154,Calderonland
2019-01-26,Compactors,0.035355969,70,35,1,1,5000.56,CUST00155,West Jennifer
2019-01-26,Tele Handlers ,0.035355969,66,35,1,1,5000.56,CUST00156,West Matthew
2019-01-27,Backhoe Loader,0.036180424,78,35,1,1,5000.56,CUST00157,North Todd
2019-01-27,Excavators(crawler),0.036180424,67,35,1,1,5000.56,CUST00158,Leeview
2019-01-27,Loaders (Wheeled),0.036180424,53,35,1,1,5000.56,CUST00159,Gibsonville
2019-01-27,Skid Steer Loaders,0.036180424,60,35,1,1,5000.56,CUST00160,Lake Brookeshire
2019-01-27,Compactors,-0.036180424,47,35,1,1,5000.56,CUST00161,Port Catherineville
2019-01-27,Tele Handlers ,0.036180424,69,35,1,1,5000.56,CUST00162,North Elizabeth
2019-01-28,Backhoe Loader,0.039784925,3567,35000,1,1,5000.56,CUST00163,New Dawn
2019-01-28,Excavators(crawler),0.039784925,60,35,1,1,5000.56,CUST00164,Lake Elizabethberg
2019-01-28,Loaders (Wheeled),0.039784925,77,35,1,1,5000.56,CUST00165,Carlsonville
2019-01-28,Skid Steer Loaders,0.039784925,82,35,1,1,5000.56,CUST00166,Villarrealchester
2019-01-28,Compactors,0.039784925,82,35,1,1,5000.56,CUST00167,Jenkinsland
2019-01-28,Tele Handlers ,0.039784925,65,35,1,1,5000.56,CUST00168,New Megan
2019-01-29,Backhoe Loader,0.039605696,78,35,1,1,5000.56,CUST00169,Kathyside
2019-01-29,Excavators(crawler),0.039605696,68,35,1,1,5000.56,CUST00170,Foxbury
2019-01-29,Loaders (Wheeled),0.039605696,99,35,1,1,5000.56,CUST00171,Justinside
2019-01-29,Skid Steer Loaders,0.039605696,68,35,1,1,5000.56,CUST00172,Littlefurt
2019-01-29,Compactors,0.039605696,81,35,1,1,5000.56,CUST00173,Victoriatown
2019-01-29,Tele Handlers ,0.039605696,81,35,1,1,5000.56,CUST00174,Lawrencehaven
2019-01-30,Backhoe Loader,0.031914767,56,35,1,1,5000.56,CUST00175,Matthewshire
2019-01-30,Excavators(crawler),0.031914767,76,35,1,1,5000.56,CUST00176,North Cassie
2019-01-30,Loaders (Wheeled),0.031914767,55,35,1,1,5000.56,CUST00177,Williamstad
2019-01-30,Skid Steer Loaders,0.031914767,87,35,1,1,5000.56,CUST00178,Port Rebecca
2019-01-30,Compactors,0.031914767,77,35,1,1,5000.56,CUST00179,Jorgeport
2019-01-30,Tele Handlers ,0.031914767,80,35,1,1,5000.56,CUST00180,West Beth
2019-01-30,Backhoe Loader,-0.027449965,3545,35000,1,1,5000.56,CUST00181,East Brandonberg
2019-01-31,Excavators(crawler),0.027449965,58,35,1,1,5000.56,CUST00182,West Alexander
2019-01-31,Loaders (Wheeled),0.027449965,60,35,1,1,5000.56,CUST00183,Hillfort
2019-01-31,Skid Steer Loaders,0.027449965,78,35,1,1,5000.56,CUST00184,Samanthahaven
2019-01-31,Compactors,0.027449965,66,35,1,1,5000.56,CUST00185,East Tom
2019-01-31,Tele Handlers ,0.027449965,70,35,1,1,5000.56,CUST00186,Sophiamouth
2019-02-01,Backhoe Loader,0.034463806,75,35,1,1,5000.56,CUST00187,North Antoniofurt
2019-02-01,Excavators(crawler),0.034463806,56,35,1,1,5000.56,CUST00188,Lake Rebecca
2019-02-01,Loaders (Wheeled),0.034463806,72,35,1,1,5000.56,CUST00189,Hesston
2019-02-01,Skid Steer Loaders,0.034463806,68,35,1,1,5000.56,CUST00190,Cookfurt
2019-02-01,Compactors,0.034463806,74,35,1,1,5000.56,CUST00191,Melendezland
2019-02-01,Tele Handlers ,0.034463806,81,35,1,1,5000.56,CUST00192,Lake Kevinport
2019-02-02,Backhoe Loader,0.038629891,78,35,1,1,5000.56,CUST00193,South Caitlin
2019-02-02,Excavators(crawler),0.038629891,70,35,1,1,5000.56,CUST00194,Lake Jason
2019-02-02,Loaders (Wheeled),0.038629891,73,35,1,1,5000.56,CUST00195,New Rebecca
2019-02-02,Skid Steer Loaders,0.038629891,64,35,1,1,5000.56,CUST00196,Jamesside
2019-02-02,Compactors,0.038629891,51,35,1,1,5000.56,CUST00197,South Sherry
2019-02-02,Tele Handlers ,0.038629891,74,35,1,1,5000.56,CUST00198,Harrisport
2019-02-03,Backhoe Loader,0.025637758,3547,35000,1,1,5000.56,CUST00199,Cruzview
2019-02-03,Excavators(crawler),0.025637758,56,35,1,1,5000.56,CUST00200,West Suzanne
2019-02-03,Loaders (Wheeled),-0.025637758,76,35,1,1,5000.56,CUST00201,Port Samanthatown
2019-02-03,Skid Steer Loaders,0.025637758,72,35,1,1,5000.56,CUST00202,Jodimouth
2019-02-03,Compactors,0.025637758,85,35,1,1,5000.56,CUST00203,Nelsonburgh
2019-02-03,Tele Handlers ,0.025637758,49,35,1,1,5000.56,CUST00204,Ramirezshire
2019-02-04,Backhoe Loader,0.028812108,65,35,1,1,5000.56,CUST00205,West Mary
2019-02-04,Excavators(crawler),0.028812108,71,35,1,1,5000.56,CUST00206,Lisahaven
2019-02-04,Loaders (Wheeled),0.028812108,51,35,1,1,5000.56,CUST00207,Port Cherylberg
2019-02-04,Skid Steer Loaders,0.028812108,69,35,1,1,5000.56,CUST00208,New Davidburgh
2019-02-04,Compactors,0.028812108,77,35,1,1,5000.56,CUST00209,East Michaelborough
2019-02-04,Tele Handlers ,0.028812108,94,35,1,1,5000.56,CUST00210,New Heather
2019-02-04,Backhoe Loader,0.03216967,47,35,1,1,5000.56,CUST00211,Cynthiaberg
2019-02-05,Excavators(crawler),0.03216967,81,35,1,1,5000.56,CUST00212,Melissashire
2019-02-05,Loaders (Wheeled),0.03216967,66,35,1,1,5000.56,CUST00213,Coxfurt
2019-02-05,Skid Steer Loaders,0.03216967,67,35,1,1,5000.56,CUST00214,West Savannah
2019-02-05,Compactors,0.03216967,72,35,1,1,5000.56,CUST00215,Port Bryan
2019-02-05,Tele Handlers ,0.03216967,82,35,1,1,5000.56,CUST00216,North Sean
2019-02-06,Backhoe Loader,0.030429155,3582,35000,1,1,5000.56,CUST00217,New Miranda
2019-02-06,Excavators(crawler),0.030429155,63,35,1,1,5000.56,CUST00218,South Jakefurt
2019-02-06,Loaders (Wheeled),0.030429155,59,35,1,1,5000.56,CUST00219,East Carloshaven
2019-02-06,Skid Steer Loaders,0.030429155,64,35,1,1,5000.56,CUST00220,New Williamchester
2019-02-06,Compactors,-0.030429155,31,35,1,1,5000.56,CUST00221,Moorefurt
2019-02-06,Tele Handlers ,0.030429155,59,35,1,1,5000.56,CUST00222,New Joshua
2019-02-07,Backhoe Loader,0.032918451,73,35,1,1,5000.56,CUST00223,North Laurieport
2019-02-07,Excavators(crawler),0.032918451,58,35,1,1,5000.56,CUST00224,Williamsberg
2019-02-07,Loaders (Wheeled),0.032918451,81,35,1,1,5000.56,CUST00225,East Sherri
2019-02-07,Skid Steer Loaders,0.032918451,65,35,1,1,5000.56,CUST00226,West Rodneyhaven
2019-02-07,Compactors,0.032918451,55,35,1,1,5000.56,CUST00227,Lake Katherine
2019-02-07,Tele Handlers ,0.032918451,65,35,1,1,5000.56,CUST00228,Colinchester
2019-02-08,Backhoe Loader,0.029616648,85,35,1,1,5000.56,CUST00229,Lake William
2019-02-08,Excavators(crawler),0.029616648,67,35,1,1,5000.56,CUST00230,New Pamela
2019-02-08,Loaders (Wheeled),0.029616648,78,35,1,1,5000.56,CUST00231,Anthonyside
2019-02-08,Skid Steer Loaders,0.029616648,55,35,1,1,5000.56,CUST00232,South Teresa
2019-02-08,Compactors,0.029616648,73,35,1,1,5000.56,CUST00233,East Nathaniel
2019-02-08,Tele Handlers ,0.029616648,72,35,1,1,5000.56,CUST00234,East Phillipton
2019-02-09,Backhoe Loader,0.024112317,3567,35000,1,1,5000.56,CUST00235,Reedborough
2019-02-09,Excavators(crawler),0.024112317,52,35,1,1,5000.56,CUST00236,Sonyaton
2019-02-09,Loaders (Wheeled),0.024112317,67,35,1,1,5000.56,CUST00237,Christophermouth
2019-02-09,Skid Steer Loaders,0.024112317,64,35,1,1,5000.56,CUST00238,Adamchester
2019-02-09,Compactors,0.024112317,81,35,1,1,5000.56,CUST00239,Stewartborough
2019-02-09,Tele Handlers ,0.024112317,74,35,1,1,5000.56,CUST00240,Lake Michelleburgh
2019-02-09,Backhoe Loader,-0.0310465,31,35,1,1,5000.56,CUST00241,East Jenniferfurt
2019-02-10,Excavators(crawler),0.0310465,76,35,1,1,5000.56,CUST00242,Lake Edwinville
2019-02-10,Loaders (Wheeled),0.0310465,54,35,1,1,5000.56,CUST00243,Jennafort
2019-02-10,Skid Steer Loaders,0.0310465,72,35,1,1,5000.56,CUST00244,Comptonbury
2019-02-10,Compactors,0.0310465,57,35,1,1,5000.56,CUST00245,East Kimberly
2019-02-10,Tele Handlers ,0.0310465,65,35,1,1,5000.56,CUST00246,Saraland
2019-02-11,Backhoe Loader,0.037721796,80,35,1,1,5000.56,CUST00247,Normanmouth
2019-02-11,Excavators(crawler),0.037721796,73,35,1,1,5000.56,CUST00248,Susanberg
2019-02-11,Loaders (Wheeled),0.037721796,69,35,1,1,5000.56,CUST00249,Cynthiaside
2019-02-11,Skid Steer Loaders,0.037721796,85,35,1,1,5000.56,CUST00250,East Sonya
2019-02-11,Compactors,0.037721796,79,35,1,1,5000.56,CUST00251,New Tamara
2019-02-11,Tele Handlers ,0.037721796,59,35,1,1,5000.56,CUST00252,South Olivia
2019-02-12,Backhoe Loader,0.035710445,3568,35000,1,1,5000.56,CUST00253,Lake Charlesside
2019-02-12,Excavators(crawler),0.035710445,74,35,1,1,5000.56,CUST00254,East Tiffany
2019-02-12,Loaders (Wheeled),0.035710445,75,35,1,1,5000.56,CUST00255,Costahaven
2019-02-12,Skid Steer Loaders,0.035710445,77,35,1,1,5000.56,CUST00256,Lake Mackenziestad
2019-02-12,Compactors,0.035710445,63,35,1,1,5000.56,CUST00257,Kristinebury
2019-02-12,Tele Handlers ,0.035710445,74,35,1,1,5000.56,CUST00258,Blankenshiptown
2019-02-13,Backhoe Loader,0.028760331,83,35,1,1,5000.56,CUST00259,New Austin
2019-02-13,Excavators(crawler),0.028760331,55,35,1,1,5000.56,CUST00260,Ramirezbury
2019-02-13,Loaders (Wheeled),-0.028760331,41,35,1,1,5000.56,CUST00261,Brianfort
2019-02-13,Skid Steer Loaders,0.028760331,66,35,1,1,5000.56,CUST00262,Amyfurt
2019-02-13,Compactors,0.028760331,77,35,1,1,5000.56,CUST00263,South Alexander
2019-02-13,Tele Handlers ,0.028760331,51,35,1,1,5000.56,CUST00264,Joelberg
2019-02-14,Backhoe Loader,0.026968037,61,35,1,1,5000.56,CUST00265,North Scottfurt
2019-02-14,Excavators(crawler),0.026968037,70,35,1,1,5000.56,CUST00266,Port Michaelhaven
2019-02-14,Loaders (Wheeled),0.026968037,86,35,1,1,5000.56,CUST00267,North Daniel
2019-02-14,Skid Steer Loaders,0.026968037,68,35,1,1,5000.56,CUST00268,Lake Robertside
2019-02-14,Compactors,0.026968037,57,35,1,1,5000.56,CUST00269,South Karen
2019-02-14,Tele Handlers ,0.026968037,70,35,1,1,5000.56,CUST00270,Lake Pamela
2019-02-14,Backhoe Loader,0.030620333,3568,35000,1,1,5000.56,CUST00271,Parkerburgh
2019-02-15,Excavators(crawler),0.030620333,55,35,1,1,5000.56,CUST00272,Wolfeburgh
2019-02-15,Loaders (Wheeled),0.030620333,81,35,1,1,5000.56,CUST00273,Lake Debbieborough
2019-02-15,Skid Steer Loaders,0.030620333,81,35,1,1,5000.56,CUST00274,New Lisa
2019-02-15,Compactors,0.030620333,84,35,1,1,5000.56,CUST00275,Lake Thomas
2019-02-15,Tele Handlers ,0.030620333,68,35,1,1,5000.56,CUST00276,Port Kylie
2019-02-16,Backhoe Loader,0.032464403,69,35,1,1,5000.56,CUST00277,South Davidville
2019-02-16,Excavators(crawler),0.032464403,72,35,1,1,5000.56,CUST00278,North Brandon
2019-02-16,Loaders (Wheeled),0.032464403,59,35,1,1,5000.56,CUST00279,North Joshuamouth
2019-02-16,Skid Steer Loaders,0.032464403,51,35,1,1,5000.56,CUST00280,South Jamesbury
2019-02-16,Compactors,-0.032464403,31,35,1,1,5000.56,CUST00281,Collinsside
2019-02-16,Tele Handlers ,0.032464403,94,35,1,1,5000.56,CUST00282,West Kimberlyville
2019-02-17,Backhoe Loader,0.0378373,80,35,1,1,5000.56,CUST00283,Jessicaville
2019-02-17,Excavators(crawler),0.0378373,69,35,1,1,5000.56,CUST00284,Lewisberg
2019-02-17,Loaders (Wheeled),0.0378373,64,35,1,1,5000.56,CUST00285,Phillipsstad
2019-02-17,Skid Steer Loaders,0.0378373,71,35,1,1,5000.56,CUST00286,Sharpfort
2019-02-17,Compactors,0.0378373,81,35,1,1,5000.56,CUST00287,West Paulport
